tr03-0005	0.544849	0.078738
tr03-0061	0.640277	0.051033
tr03-0092	0.503431	0.134743
tr03-0103	0.563512	0.156919
tr03-0135	0.515858	0.076824
tr03-0166	0.427432	0.036365
tr03-0167	nan	nan
tr03-0184	0.488048	0.022533
tr03-0212	0.537290	0.030446
tr03-0251	0.454570	0.036986
tr03-0300	0.508416	0.315612
tr03-0314	0.562686	0.225747
tr03-0426	0.452968	0.046541
tr03-0428	0.544055	0.132205
tr03-0485	0.473560	0.063523
tr03-0541	0.509917	0.186058
tr03-0567	0.507060	0.043863
tr03-0697	0.528882	0.089355
tr03-0713	0.517459	0.006494
tr03-0863	0.801335	0.006302
tr03-0879	0.570443	0.023611
tr03-0909	0.567488	0.082634
tr03-0933	0.525979	0.190494
tr03-0982	0.546053	0.094780
tr03-1050	0.594716	0.015101
tr03-1056	0.446588	0.033219
tr03-1119	0.479257	0.131454
tr03-1129	0.488121	0.449150
tr03-1135	0.455260	0.101403
tr03-1143	0.568751	0.025490
tr03-1226	0.479130	0.085779
tr03-1231	0.503038	0.123806
tr03-1294	0.627049	0.122815
tr03-1319	0.473735	0.022427
tr03-1346	0.474956	0.201755
tr03-1374	0.552800	0.024842
tr03-1397	0.540676	0.053125
tr04-0120	0.560310	0.056074
tr04-0121	0.372310	0.046547
tr04-0196	0.499489	0.111321
tr04-0231	0.513715	0.174776
tr04-0239	0.527419	0.104625
tr04-0261	0.512932	0.022970
tr04-0275	0.469686	0.032447
tr04-0332	0.486403	0.408433
tr04-0374	0.561659	0.043468
tr04-0568	0.447319	0.054700
tr04-0583	0.497284	0.080472
tr04-0587	0.196964	0.002104
tr04-0653	0.519076	0.110321
tr04-0658	0.526452	0.047278
tr04-0675	0.338073	0.009916
tr04-0695	0.498987	0.103823
tr04-0699	0.448533	0.070722
tr04-0702	0.555422	0.045388
tr04-0726	0.549394	0.023160
tr04-0808	0.431794	0.051776
tr04-0864	0.495405	0.177376
tr04-0882	0.507444	0.201497
tr04-0909	0.411553	0.005255
tr04-0933	0.483117	0.126026
tr04-1021	0.480440	0.193624
tr04-1032	0.516353	0.053798
tr04-1034	0.503530	0.002035
tr04-1087	0.522934	0.065414
tr05-0048	0.454771	0.090369
tr05-0174	0.704185	0.017541
tr05-0206	0.458189	0.023180
tr05-0243	0.529853	0.030990
tr05-0253	0.518012	0.105553
tr05-0284	0.506387	0.098373
tr05-0292	0.463444	0.009727
tr05-0332	0.608600	0.020558
tr05-0334	0.529446	0.052559
tr05-0356	0.419377	0.007563
tr05-0403	0.489320	0.039824
tr05-0449	0.720236	0.012696
tr05-0497	0.508535	0.100739
tr05-0613	0.423554	0.043914
tr05-0652	0.478806	0.059550
tr05-0686	0.557601	0.032744
tr05-0715	0.497651	0.200312
tr05-0744	0.468773	0.127381
tr05-0857	0.524837	0.023720
tr05-0905	0.550899	0.023761
tr05-0932	0.455583	0.017264
tr05-0994	0.565922	0.170305
tr05-1034	0.471111	0.080317
tr05-1097	0.527274	0.101185
tr05-1128	0.579398	0.124925
tr05-1129	0.511047	0.062454
tr05-1163	0.415862	0.014933
tr05-1175	0.474561	0.231581
tr05-1190	0.438663	0.125630
tr05-1215	0.501911	0.211075
tr05-1225	0.498215	0.146839
tr05-1268	0.461190	0.042430
tr05-1313	0.512689	0.007466
tr05-1317	0.477221	0.067840
tr05-1371	0.521028	0.004919
tr05-1372	0.523256	0.125517
tr05-1385	0.613494	0.064859
tr05-1406	nan	nan
tr05-1434	0.487012	0.124073
tr05-1452	0.553173	0.071489
tr05-1528	0.449125	0.073510
tr05-1572	0.505043	0.159271
tr05-1675	0.646686	0.031976
tr05-1684	0.503584	0.082791
tr05-1689	0.500750	0.238275
tr05-1720	0.682905	0.010534
tr05-1728	0.484757	0.277853
tr06-0017	0.547133	0.165321
tr06-0062	0.491805	0.082121
tr06-0103	0.506030	0.247803
tr06-0108	0.290210	0.003505
tr06-0117	0.572064	0.092123
tr06-0177	0.514939	0.090721
tr06-0307	0.474027	0.038782
tr06-0449	0.484723	0.100045
tr06-0452	0.506612	0.132839
tr06-0544	0.530145	0.037219
tr06-0547	0.509920	0.016557
tr06-0579	0.500303	0.157647
tr06-0584	0.319217	0.007643
tr06-0677	0.483055	0.067324
tr06-0705	0.785195	0.003442
tr06-0709	0.506981	0.033999
tr06-0750	0.477338	0.178779
tr06-0771	nan	nan
tr06-0791	0.454620	0.101570
tr06-0827	0.497702	0.144056
tr06-0850	0.563221	0.116498
tr06-0862	0.518903	0.082345
tr06-0865	0.507192	0.036314
tr07-0027	0.583550	0.009470
tr07-0030	0.483796	0.077282
tr07-0084	0.513108	0.086283
tr07-0123	0.521725	0.074195
tr07-0125	0.423771	0.035724
tr07-0126	0.190740	0.001267
tr07-0179	0.617148	0.030745
tr07-0236	0.473567	0.170537
tr07-0283	0.662414	0.003879
tr07-0293	0.422054	0.009765
tr07-0325	0.411849	0.020504
tr07-0359	0.530712	0.283305
tr07-0394	0.466253	0.074561
tr07-0418	0.446272	0.046991
tr07-0466	0.522695	0.094213
tr07-0494	0.500405	0.202236
tr07-0509	0.393986	0.020972
tr07-0517	0.333027	0.002056
tr07-0542	0.501566	0.038979
tr07-0549	0.434734	0.060152
tr07-0566	0.561623	0.030064
tr07-0610	0.504920	0.013473
tr07-0625	0.372110	0.002846
tr07-0703	0.467738	0.028045
tr07-0782	0.512828	0.049997
tr07-0828	0.529302	0.186221
tr07-0848	0.564082	0.066543
tr07-0865	0.472718	0.174253
tr07-0894	0.589684	0.013402
tr07-0895	0.510207	0.097997
tr07-0902	0.545563	0.009986
tr07-0909	0.491667	0.041706
tr08-0021	0.506564	0.065903
tr08-0105	0.606869	0.051926
tr08-0137	0.429147	0.015987
tr08-0140	0.499812	0.102904
tr08-0245	0.453953	0.021883
tr08-0256	0.560535	0.053261
tr08-0266	0.510657	0.026670
tr08-0336	0.603116	0.011782
tr09-0044	0.534997	0.027432
tr09-0050	0.513688	0.005209
tr09-0065	0.474635	0.034123
tr09-0070	0.530543	0.063185
tr09-0237	nan	nan
tr09-0423	0.643084	0.041365
tr09-0436	0.529932	0.040687
tr09-0568	0.517819	0.204337
tr10-0036	0.465801	0.059201
tr10-0044	0.456936	0.150176
tr10-0059	0.493788	0.049267
tr10-0114	0.546939	0.038185
tr10-0263	0.478623	0.045058
tr10-0392	0.493379	0.110679
