tr03-0005	0.569005	0.083913
tr03-0061	0.496490	0.036274
tr03-0092	0.544484	0.143118
tr03-0103	0.520813	0.138716
tr03-0135	0.556832	0.086182
tr03-0166	0.588534	0.051346
tr03-0167	nan	nan
tr03-0184	0.435066	0.022088
tr03-0212	0.404560	0.026040
tr03-0251	0.594797	0.051488
tr03-0300	0.513150	0.317781
tr03-0314	0.523012	0.191745
tr03-0426	0.604154	0.067528
tr03-0428	0.501361	0.107556
tr03-0485	0.520007	0.071721
tr03-0541	0.479928	0.176826
tr03-0567	0.424275	0.036367
tr03-0697	0.568116	0.090386
tr03-0713	0.639945	0.008805
tr03-0863	0.622715	0.002391
tr03-0879	0.498460	0.019627
tr03-0909	0.495069	0.071449
tr03-0933	0.518670	0.189117
tr03-0982	0.465088	0.086558
tr03-1050	0.663653	0.019053
tr03-1056	0.569682	0.041320
tr03-1119	0.531345	0.145479
tr03-1129	0.415463	0.421841
tr03-1135	0.425074	0.097141
tr03-1143	0.596880	0.027493
tr03-1226	0.533509	0.095163
tr03-1231	0.560921	0.132803
tr03-1294	0.471618	0.083042
tr03-1319	0.727527	0.050936
tr03-1346	0.523323	0.222021
tr03-1374	0.613502	0.028106
tr03-1397	0.571340	0.059309
tr04-0120	0.505334	0.046688
tr04-0121	0.648879	0.082475
tr04-0196	0.553729	0.123258
tr04-0231	0.497320	0.165380
tr04-0239	0.508952	0.101790
tr04-0261	0.675550	0.036486
tr04-0275	0.458111	0.042965
tr04-0332	0.502323	0.406042
tr04-0374	0.505468	0.037704
tr04-0568	0.652488	0.090052
tr04-0583	0.625275	0.099103
tr04-0587	0.397653	0.002054
tr04-0653	0.628987	0.147094
tr04-0658	0.580799	0.056757
tr04-0675	0.539326	0.014050
tr04-0695	0.764363	0.213727
tr04-0699	0.536144	0.083204
tr04-0702	0.523309	0.042169
tr04-0726	0.545755	0.024203
tr04-0808	0.573100	0.069720
tr04-0864	0.561929	0.197704
tr04-0882	0.611341	0.243572
tr04-0909	0.487269	0.005818
tr04-0933	0.512555	0.137505
tr04-1021	0.550427	0.217628
tr04-1032	0.582313	0.065209
tr04-1034	0.692377	0.002277
tr04-1087	0.512323	0.062390
tr05-0048	0.485957	0.095525
tr05-0174	0.628412	0.015550
tr05-0206	0.558474	0.029532
tr05-0243	0.614990	0.037002
tr05-0253	0.489458	0.100285
tr05-0284	0.524978	0.097745
tr05-0292	0.551461	0.011589
tr05-0332	0.558504	0.016513
tr05-0334	0.645311	0.072310
tr05-0356	0.640908	0.012675
tr05-0403	0.558955	0.048864
tr05-0449	0.512965	0.011390
tr05-0497	0.543367	0.103959
tr05-0613	0.460131	0.049173
tr05-0652	0.505548	0.064029
tr05-0686	0.494409	0.028655
tr05-0715	0.482886	0.204302
tr05-0744	0.430035	0.123647
tr05-0857	0.561270	0.026882
tr05-0905	0.447152	0.018306
tr05-0932	0.674221	0.037659
tr05-0994	0.547342	0.165277
tr05-1034	0.464769	0.082358
tr05-1097	0.573472	0.109537
tr05-1128	0.657734	0.144240
tr05-1129	0.531436	0.066424
tr05-1163	0.773309	0.039131
tr05-1175	0.486747	0.242381
tr05-1190	0.451087	0.128261
tr05-1215	0.544277	0.218889
tr05-1225	0.534950	0.149682
tr05-1268	0.480818	0.044492
tr05-1313	0.704579	0.013821
tr05-1317	0.521594	0.071714
tr05-1371	0.453255	0.003911
tr05-1372	0.562067	0.134634
tr05-1385	0.645364	0.069456
tr05-1406	nan	nan
tr05-1434	0.509850	0.129086
tr05-1452	0.591170	0.076423
tr05-1528	0.594763	0.096490
tr05-1572	0.650347	0.219003
tr05-1675	0.677360	0.033153
tr05-1684	0.560891	0.092292
tr05-1689	0.535538	0.236997
tr05-1720	0.693632	0.012020
tr05-1728	0.452982	0.266984
tr06-0017	0.563255	0.164025
tr06-0062	0.484816	0.084122
tr06-0103	0.638364	0.316248
tr06-0108	0.463951	0.003719
tr06-0117	0.493872	0.080263
tr06-0177	0.537714	0.092615
tr06-0307	0.590644	0.049616
tr06-0449	0.691369	0.186737
tr06-0452	0.442979	0.118986
tr06-0544	0.474783	0.034670
tr06-0547	0.612075	0.023076
tr06-0579	0.421589	0.140213
tr06-0584	0.469739	0.009230
tr06-0677	0.549265	0.071987
tr06-0705	0.602158	0.001828
tr06-0709	0.533428	0.034947
tr06-0750	0.514099	0.188897
tr06-0771	nan	nan
tr06-0791	0.615119	0.140185
tr06-0827	0.568224	0.168554
tr06-0850	0.574492	0.124973
tr06-0862	0.617686	0.106556
tr06-0865	0.714433	0.063941
tr07-0027	0.691096	0.013197
tr07-0030	0.510454	0.074644
tr07-0084	0.391547	0.072322
tr07-0123	0.696744	0.120273
tr07-0125	0.644820	0.058473
tr07-0126	0.472060	0.001263
tr07-0179	0.459488	0.021745
tr07-0236	0.615801	0.225140
tr07-0283	0.553771	0.002562
tr07-0293	0.595521	0.018220
tr07-0325	0.530004	0.025603
tr07-0359	0.551065	0.292672
tr07-0394	0.526054	0.083511
tr07-0418	0.756222	0.112778
tr07-0466	0.644058	0.126341
tr07-0494	0.525423	0.199216
tr07-0509	0.652236	0.038919
tr07-0517	0.772546	0.008498
tr07-0542	0.490260	0.038074
tr07-0549	0.548719	0.074500
tr07-0566	0.590767	0.029920
tr07-0610	0.533769	0.013780
tr07-0625	0.580201	0.004300
tr07-0703	0.733253	0.060794
tr07-0782	0.483414	0.048305
tr07-0828	0.426021	0.158390
tr07-0848	0.695620	0.092869
tr07-0865	0.557669	0.203763
tr07-0894	0.426935	0.010304
tr07-0895	0.600662	0.122771
tr07-0902	0.619815	0.013137
tr07-0909	0.477273	0.042030
tr08-0021	0.482360	0.063958
tr08-0105	0.673392	0.066765
tr08-0137	0.493231	0.019038
tr08-0140	0.674830	0.160114
tr08-0245	0.614323	0.031449
tr08-0256	0.545980	0.050202
tr08-0266	0.580185	0.032335
tr08-0336	0.545583	0.008505
tr09-0044	0.554757	0.029074
tr09-0050	0.769585	0.013977
tr09-0065	0.681882	0.051545
tr09-0070	0.618281	0.080087
tr09-0237	nan	nan
tr09-0423	0.430167	0.023833
tr09-0436	0.553078	0.043089
tr09-0568	0.568353	0.221470
tr10-0036	0.659339	0.095612
tr10-0044	0.554471	0.178949
tr10-0059	0.512803	0.048490
tr10-0114	0.461416	0.034498
tr10-0263	0.511068	0.043360
tr10-0392	0.450229	0.102576
tr10-0509	0.480299	0.015490
tr10-0512	0.582859	0.071761
tr10-0626	0.520027	0.177316
tr10-0628	0.482966	0.172344
tr10-0704	0.690438	0.063791
tr10-0728	0.509880	0.118592
tr10-0731	0.584507	0.044327
tr10-0752	0.666409	0.062386
tr10-0853	0.532521	0.096843
tr10-0864	0.616500	0.014843
tr10-0872	0.622808	0.117116
tr11-0006	0.560217	0.048915
tr11-0050	0.592989	0.028711
tr11-0072	0.553985	0.140987
tr11-0403	0.577175	0.020711
tr11-0417	0.496336	0.119405
tr11-0436	0.580608	0.001316
tr11-0471	0.471366	0.116338
tr11-0577	0.685604	0.002114
tr11-0584	0.479901	0.082823
tr11-0590	0.530516	0.089890
tr11-0640	0.654915	0.055831
tr11-0676	0.541350	0.043460
tr11-0708	0.540515	0.043379
tr11-0767	nan	nan
tr11-0792	0.691238	0.125599
tr12-0003	0.681146	0.062128
tr12-0009	0.489367	0.098332
tr12-0061	0.594555	0.198193
tr12-0097	0.477058	0.006410
tr12-0120	0.682977	0.124704
tr12-0121	0.520493	0.059516
tr12-0185	0.553291	0.065539
tr12-0209	0.486370	0.094475
tr12-0229	0.522931	0.061537
tr12-0247	0.585903	0.077254
tr12-0248	0.630034	0.066333
tr12-0253	0.590549	0.015999
tr12-0310	0.561091	0.133964
tr12-0321	0.583741	0.023492
tr12-0363	0.545189	0.142018
tr12-0395	0.545903	0.121079
